ehrgeiz|Ehrgeiz (EG3-VER.A)|27.2M
eightfrc|Eight Forces|2.8M
eightman|Eight Man|3.4M
einnings|Extra Inning|7.6K
ejihon|Ejihon Tantei Jimusyo|20.4M
elandore|Fighting Dragon Legend Elan Doree|13.3M
elecyoy2|The Electric Yo-Yo (set 2)|29.3K
elecyoyo|The Electric Yo-Yo (set 1)|29.4K
elevatob|Elevator Action (bootleg)|36.5K
elevator|Elevator Action|37.3K
elim2|Eliminator (2 Players, set 1)|21.5K
elim2a|Eliminator (2 Players, set 2)|21.3K
elim4|Eliminator (4 Players)|22.7K
elvact2u|Elevator Action 2 (US)|7.8M
elvactr|Elevator Action Returns (World)|7.8M
elvactrj|Elevator Action Returns (Japan)|7.8M
embargo|Embargo|3.8K
emeralda|Emeraldia (Japan Version B)|832.7K
emerldaa|Emeraldia (Japan)|832.8K
empcity|Empire City - 1931 (bootleg[Q])|227.9K
empcityj|Empire City - 1931 (Japan)|227.2K
endurob2|Enduro Racer (bootleg set 2)|619.1K
endurobl|Enduro Racer (bootleg set 1)|657.8K
enduror|Enduro Racer|652.2K
enforce|Enforce (Japan)|2.2M
enigma2|Enigma 2|10.9K
enigma2a|Enigma 2 (Space Invaders Hardware)|10.6K
eprom|Escape from the Planet of the Robot Monsters (set 1)|726.5K
eprom2|Escape from the Planet of the Robot Monsters (set 2)|735.0K
equites|Equites|101.0K
equitess|Equites (Sega)|101.2K
esb|The Empire Strikes Back|76.5K
esckids|Escape Kids (Asia 4 Players)|1.0M
esckidsj|Escape Kids (Japan 2 Players)|1,022.0K
espgal|EspGaluda|17.3M
espial|Espial (US[Q])|31.9K
espiale|Espial (Europe)|32.1K
esprade|ESP Ra.De. (International Ver 1998 4-22)|13.7M
espradej|ESP Ra.De. (Japan Ver 1998 4-21)|13.7M
espradeo|ESP Ra.De. (Japan Ver 1998 4-14)|13.7M
eswat|E-Swat - Cyber Police|678.1K
eswatbl|E-Swat - Cyber Police (bootleg)|1,021.4K
eto|Kokontouzai Eto Monogatari (Japan)|603.9K
euroch92|Euro Champ '92 (World)|1.9M
evilston|Evil Stone|591.0K
excitbkj|Vs. Excitebike (Japan)|30.0K
excitebk|Vs. Excitebike|30.9K
excthour|Exciting Hour|203.7K
exctleag|Excite League|528.5K
exctscc2|Exciting Soccer II|59.8K
exctscca|Exciting Soccer (alternate music)|58.3K
exctsccb|Exciting Soccer (bootleg)|49.5K
exctsccr|Exciting Soccer|58.2K
exedexes|Exed Exes|73.5K
exerion|Exerion|38.2K
exerionb|Exerion (bootleg)|38.0K
exeriont|Exerion (Taito)|38.0K
exerizrb|Exerizer (Japan) (bootleg)|133.7K
exodus|Exodus (bootleg[Q])|11.8K
explorer|Explorer|15.1K
exprraid|Express Raider (US)|161.3K
extdwnhl|Extreme Downhill (v1.5)|3.7M
exterm|Exterminator|919.7K
extrmatn|Extermination (US)|360.6K
exvania|Exvania (Japan)|1.0M
exzisus|Exzisus (Japan)|267.0K
eyes|Eyes (Digitrex Techstar)|16.2K
eyes2|Eyes (Techstar)|15.2K
f1dream|F-1 Dream|330.9K
f1dreamb|F-1 Dream (bootleg)|331.7K
f1en|F1 Exhaust Note|3.0M
f1gp|F-1 Grand Prix|3.8M
f1gp2|F-1 Grand Prix Part II|4.0M
f1gpstar|Grand Prix Star|3.1M
f1gpstr2|F-1 Grand Prix Star II|3.2M
f1lap|F1 Super Lap|6.9M
f1superb|F1 Super Battle|16.5M
fa|F-A (Japan)|1.6M
faceoff|Face Off (Japan)|394.9K
falcon|Falcon|15.9K
fantasia|Fantasia|3.6M
fantasy|Fantasy (US)|32.5K
fantasyj|Fantasy (Japan)|32.5K
fantazia|Fantazia|15.1K
fantjour|Fantastic Journey|5.5M
fantland|Fantasy Land|1.4M
fantsia2|Fantasia II|3.8M
fantsy95|Fantasy '95|3.1M
fantzn2|Fantasy Zone 2|180.9K
fantzone|Fantasy Zone (Japan New Ver.)|259.2K
fantzono|Fantasy Zone (Old Ver.)|261.2K
farwest|Far West|100.3K
fastfred|Fast Freddie|38.2K
fastlane|Fast Lane|619.0K
fatfursa|Fatal Fury Special / Garou Densetsu Special (set 2)|11.3M
fatfursp|Fatal Fury Special / Garou Densetsu Special (set 1)|11.3M
fatfury1|Fatal Fury - King of Fighters / Garou Densetsu - Shukumei no Tatakai|4.4M
fatfury2|Fatal Fury 2 / Garou Densetsu 2 - Arata-naru Tatakai|8.2M
fatfury3|Fatal Fury 3 - Road to the Final Victory / Garou Densetsu 3 - Haruka-naru Tatakai|19.2M
fax|Fax|193.4K
fbfrenzy|Football Frenzy|3.5M
fcombat|Field Combat|54.8K
ffantasa|Fighting Fantasy (Japan)|498.6K
ffantasy|Fighting Fantasy (Japan revision 2)|498.6K
ffight|Final Fight (World)|1.4M
ffightj|Final Fight (Japan set 1)|1.4M
ffightj1|Final Fight (Japan set 2)|1.4M
ffightu|Final Fight (US 900112)|1.4M
ffreveng|Final Fight Revenge|16.1M
fghtatck|Fighter and Attacker (US)|1.6M
fghthist|Fighters History (World ver 43-07)|5.4M
fghthista|Fighters History (US ver 42-05, alternate hardware)|5.4M
fghthistj|Fighters History (Japan ver 42-03)|5.4M
fghthistu|Fighters History (US ver 42-03)|5.4M
fgtlayer|Fighting Layer (FTL1-VER.A)|23.9M
fhawk|Fighting Hawk (World)|469.9K
fhawkj|Fighting Hawk (Japan)|469.9K
fhboxers|Funky Head Boxers|20.2M
fieldday|Field Day|101.8K
fightfev|Fight Fever (set 1)|6.5M
fightfva|Fight Fever (set 2)|6.3M
fightrol|Fighting Roller|45.4K
finalap2|Final Lap 2|2.1M
finalap3|Final Lap 3 (Japan set 1)|2.3M
finalapc|Final Lap (Rev C)|1.1M
finalapd|Final Lap (Rev D)|1.1M
finalb|Final Blow (World)|1.4M
finalbj|Final Blow (Japan)|1.4M
finalbny|Mahjong Final Bunny [BET] (Japan)|551.9K
finalizb|Finalizer - Super Transformation (bootleg)|78.3K
finalizr|Finalizer - Super Transformation|79.2K
finallap|Final Lap (Rev E)|1.1M
finalp2j|Final Lap 2 (Japan)|2.1M
finalp3a|Final Lap 3 (World)|2.3M
findlove|Find Love|20.1M
findout|Find Out|39.6K
finehour|Finest Hour (Japan)|2.2M
finlapjb|Final Lap (Japan - Rev B)|1.1M
finlapjc|Final Lap (Japan - Rev C)|1.1M
finlarch|Final Arch (Japan)|10.1M
firebarr|Fire Barrel (Japan)|3.1M
firebatl|Fire Battle|42.9K
fireone|Fire One|22.5K
fireshrk|Fire Shark|529.2K
firetpbl|Fire Trap (Japan bootleg)|251.0K
firetrap|Fire Trap (US)|250.1K
firetrk|Fire Truck|9.5K
fitegol2|Fighting Golf (US)|119.9K
fitegolf|Fighting Golf (World[Q])|119.8K
fitfight|Fit of Fighting|3.4M
fitter|Fitter|17.2K
fixeighb|FixEight (Bootleg)|2.3M
fixeight|FixEight|2.1M
fjbuster|Fujiyama Buster (Japan)|5.5M
flashgal|Flashgal|88.3K
flicky|Flicky (128k Ver.)|56.3K
flickyo|Flicky (64k Ver.)|56.6K
flipshot|Battle Flip Shot|2.8M
flkatck|Flak Attack (Japan)|402.0K
flower|Flower|74.0K
flstory|The FairyLand Story|86.9K
flstoryj|The FairyLand Story (Japan)|86.8K
flyball|Flyball|6.0K
flyboy|Fly-Boy|38.9K
flyboyb|Fly-Boy (bootleg)|38.9K
fncywld|Fancy World - Earth of Crisis|889.5K
fnkyfish|Funky Fish|20.8K
foodf|Food Fight (rev 3)|46.4K
foodf2|Food Fight (rev 2)|46.4K
foodfc|Food Fight (cocktail)|46.2K
footchmp|Football Champ (World)|1.9M
forgottn|Forgotten Worlds (US)|1.8M
formatz|Formation Z|37.5K
fourtrax|Four Trax|2.0M
fpoint|Flash Point|126.5K
fpointbj|Flash Point (Japan, bootleg)|137.4K
fpointbl|Flash Point (World, bootleg)|137.1K
freekckb|Free Kick (bootleg)|70.0K
freekick|Free Kick|37.4K
freeze|Freeze|27.4K
frenzy|Frenzy|13.2K
friskyt|Frisky Tom (set 1)|27.7K
friskyta|Frisky Tom (set 2)|27.2K
frogg|Frog (Galaxian hardware)|12.6K
frogger|Frogger|15.6K
froggers|Frog|16.1K
froggrmc|Frogger (Moon Cresta hardware)|16.2K
frogs|Frogs|6.6K
frogseg1|Frogger (Sega set 1)|15.6K
frogseg2|Frogger (Sega set 2)|16.3K
fromanc2|Taisen Idol-Mahjong Final Romance 2 (Japan)|5.1M
fromanc4|Taisen Mahjong FinalRomance 4 (Japan)|22.2M
fromance|Idol-Mahjong Final Romance (Japan)|1.8M
fromancr|Taisen Mahjong FinalRomance R (Japan)|14.7M
frontlin|Front Line|41.5K
fround|The Final Round (version M)|876.5K
froundl|The Final Round (version L)|877.3K
fshark|Flying Shark (World)|277.9K
fsharkbt|Flying Shark (bootleg)|278.7K
fstarfrc|Final Star Force (US)|956.0K
ftimpcta|Fighter's Impact Ace (JAPAN)|13.1M
ftsoccer|Fighting Soccer|356.4K
fullthrl|Full Throttle (Japan)|1.2M
funkybee|Funky Bee|19.7K
funkyjet|Funky Jet|1.1M
funnymou|Funny Mouse|17.6K
funybubl|Funny Bubble|2.1M
futspy|Future Spy|47.3K
ga2|Golden Axe - The Revenge of Death Adder (US)|8.2M
ga2j|Golden Axe - The Revenge of Death Adder (Japan)|8.2M
gaia|Gaia Crusaders|18.3M
gaialast|Gaia - The Last Choice of Earth|3.8M
gaiapols|Gaiapolis (Japan ver JAF)|7.4M
gaiden|Ninja Gaiden (US)|1.0M
gakupara|Quiz Gakuen Paradise (Japan)|1.1M
gakusai|Mahjong Gakuensai (Japan)|13.8M
gakusai2|Mahjong Gakuensai 2 (Japan)|15.6M
gal10ren|Mahjong Gal 10-renpatsu (Japan)|1.0M
galag88b|Galaga '88 (set 2)|614.5K
galag88j|Galaga '88 (Japan)|614.2K
galaga|Galaga (Namco rev. B)|22.6K
galaga3|Galaga 3 (rev. C)|55.5K
galaga3a|Galaga 3 (set 2)|55.7K
galaga3m|Galaga 3 (set 3)|55.7K
galaga88|Galaga '88 (set 1)|614.5K
galagamf|Galaga (Midway set 1 with fast shoot hack)|22.6K
galagamk|Galaga (Midway set 2)|22.6K
galagamw|Galaga (Midway set 1)|22.6K
galagao|Galaga (Namco)|22.5K
galap1|Space Invaders Galactica|9.9K
galap4|Galaxian Part 4|10.9K
galapx|Galaxian Part X|10.6K
galaxiaj|Galaxian (Namco set 2)|9.7K
galaxian|Galaxian (Namco set 1)|10.1K
galaxyfg|Galaxy Fight - Universal Warriors|10.7M
galaxygn|Galaxy Gunners|471.5K
galhustl|Gals Hustler|1.2M
galivan|Galivan - Cosmo Police (12-16-1985)|154.0K
galivan2|Galivan - Cosmo Police (12-11-1985)|154.0K
galkaika|Mahjong Gal no Kaika (Japan)|405.2K
galkoku|Mahjong Gal no Kokuhaku (Japan)|433.9K
gallag|Gallag|23.2K
gallop|Gallop - Armed police Unit (Japan)|674.0K
galmedes|Galmedes (Japan)|583.0K
galmidw|Galaxian (Midway)|10.1K
galmidwo|Galaxian (Midway, old rev)|10.1K
galpani2|Gals Panic II (Japan[Q])|17.2M
galpani4|Gals Panic 4 (Japan)|3.9M
galpanib|Gals Panic (set 2)|2.3M
galpanic|Gals Panic (set 1)|2.4M
galpanis|Gals Panic S - Extra Edition (Japan)|14.2M
galpans2|Gals Panic S2 (Japan)|16.5M
galspnbl|Gals Pinball|3.3M
galturbo|Galaxian Turbo|10.2K
galxwar2|Galaxy Wars (Universal set 2)|4.6K
galxwars|Galaxy Wars (Universal set 1)|5.3K
galxwart|Galaxy Wars (Taito[Q])|5.2K
gametngk|The Game Paradise - Master of Shooting! - Game Tengoku - The Game Paradise|13.3M
gangwarb|Gang Wars (bootleg)|1.4M
gangwars|Gang Wars (US)|1.4M
ganryu|Musashi Ganryuuki|19.0M
gaplus|Gaplus (rev. D)|54.1K
gaplusa|Gaplus (alternate hardware)|54.7K
gapluso|Gaplus (rev. B)|54.7K
gardia|Gardia|107.5K
gardiab|Gardia (bootleg)|107.4K
garou|Garou - Mark of the Wolves (set 1)|77.8M
garouo|Garou - Mark of the Wolves (set 2)|77.6M
garoup|Garou - Mark of the Wolves (prototype)|37.2M
garuka|Garuka (Japan ver. W)|626.2K
garyoret|Garyo Retsuden (Japan)|410.2K
gatedom1|Gate of Doom (US revision 1)|1.1M
gatedoom|Gate of Doom (US revision 4)|1.1M
gatsbee|Gatsbee|24.1K
gaun22p1|Gauntlet II (2 Players, rev 1)|307.0K
gaun22pg|Gauntlet II (2 Players, German)|313.6K
gaun2pg1|Gauntlet (2 Players, German, rev 1)|245.5K
gaun2pj2|Gauntlet (2 Players, Japanese, rev 2)|245.0K
gaun2pr3|Gauntlet (2 Players, rev 3)|245.0K
gaunt2|Gauntlet II|307.0K
gaunt22p|Gauntlet II (2 Players, rev 2)|312.5K
gaunt2g|Gauntlet II (German)|313.4K
gaunt2p|Gauntlet (2 Players, rev 6)|250.3K
gaunt2pg|Gauntlet (2 Players, German, rev 4)|250.6K
gaunt2pj|Gauntlet (2 Players, Japanese, rev 5)|250.3K
gauntg|Gauntlet (German, rev 10)|245.3K
gauntgr3|Gauntlet (German, rev 3)|241.4K
gauntgr6|Gauntlet (German, rev 6)|241.8K
gauntgr8|Gauntlet (German, rev 8)|242.5K
gauntj|Gauntlet (Japanese, rev 13)|244.8K
gauntj12|Gauntlet (Japanese, rev 12)|243.1K
gauntlet|Gauntlet (rev 14)|244.8K
gauntr1|Gauntlet (rev 1)|249.4K
gauntr2|Gauntlet (rev 2)|241.0K
gauntr4|Gauntlet (rev 4)|241.1K
gauntr5|Gauntlet (rev 5)|241.1K
gauntr7|Gauntlet (rev 7)|241.5K
gauntr9|Gauntlet (rev 9)|242.2K
gaunts|Gauntlet (Spanish, rev 15)|245.9K
gaxeduel|Golden Axe - The Duel|14.6M
gberet|Green Beret|64.3K
gberetb|Green Beret (bootleg)|75.0K
gblchmp|Global Champion (US)|12.7M
gbusters|Gang Busters|596.3K
gcpinbal|Grand Cross|3.2M
gdarius|G-Darius (JAPAN)|17.2M
gdarius2|G-Darius Ver.2 (JAPAN)|17.3M
gdfs|Mobile Suit Gundam Final Shooting (Japan)|8.0M
geebee|Gee Bee|3.9K
geebeeg|Gee Bee (Gremlin)|3.9K
gekiretu|Quiz Gekiretsu Scramble (Japan)|1.2M
gekirido|Gekirindan (Japan)|6.0M
gemini|Gemini Wing|362.0K
genix|Genix Family|2.0M
genpeitd|Genpei ToumaDen|553.2K
gensitou|Genshi-Tou 1930's|677.0K
geostorm|Geostorm (Japan)|3.9M
getstar|Guardian|154.5K
getstarb|Get Star (bootleg)|154.6K
getstarj|Get Star (Japan)|154.3K
gfire2|Golden Fire II|223.4K
gghost|Goalie Ghost|32.4K
ggreats2|Golfing Greats 2 (ver JAC)|11.7M
gground|Gain Ground|780.9K
ghostb|The Real Ghostbusters (US 2 Players)|406.7K
ghostb3|The Real Ghostbusters (US 3 Players)|408.5K
ghostlop|Ghostlop (Prototype)|3.7M
ghouls|Ghouls'n Ghosts (World)|1.5M
ghoulsu|Ghouls'n Ghosts (US)|1.5M
ghox|Ghox|511.7K
ghunter|Gang Hunter (Spain)|753.3K
gigandes|Gigandes|1.4M
gigasb|Gigas (bootleg)|88.3K
gigasm2b|Gigas Mark II (bootleg)|91.6K
gigawing|Giga Wing (USA 990222)|12.6M
gijoe|GI Joe (World)|3.9M
gijoej|GI Joe (Japan)|3.9M
gijoeu|GI Joe (US)|3.9M
gimeabrk|Gimme A Break|37.8K
ginganin|Ginga NinkyouDen|372.1K
ginkun|Ganbare Ginkun|1.0M
gionbana|Gionbana (Japan 890120)|437.8K
gladiatr|Gladiator (US)|260.2K
glass|Glass (Ver 1.1, Break Edition, Checksum 49D5E66B, Version 1994)|3.2M
glasskr|Glass (Ver 1.1, Break Edition, Checksum D419AB69, Version 1994) (censored, unprotected)|3.4M
glfgreat|Golfing Greats|2.3M
glfgretj|Golfing Greats (Japan)|2.3M
glprac2j|Gallop Racer 2 (JAPAN)|11.3M
glprac2l|Gallop Racer 2 Link HW (JAPAN)|11.3M
glpracr|Gallop Racer (JAPAN Ver 9.01.12)|4.3M
glpracr2|Gallop Racer 2 (USA)|11.3M
gmahou|Great Mahou Daisakusen (Japan 000121)|14.2M
gmgalax|Ghostmuncher Galaxian (bootleg)|26.1K
gmissile|Guided Missile|5.4K
gnbarich|Gunbarich|5.1M
gng|Ghosts'n Goblins (World[Q] set 1)|154.4K
gnga|Ghosts'n Goblins (World[Q] set 2)|154.8K
gngt|Ghosts'n Goblins (US)|154.4K
goal92|Goal '92|1.5M
goalx3|Goal! Goal! Goal!|5.2M
godzilla|Godzilla|2.5M
gogomile|Go Go! Mile Smile|3.1M
gogomilj|Susume! Mile Smile (Japan)|3.1M
goindol|Goindol (World)|101.3K
goindolj|Goindol (Korea)|101.3K
goindolu|Goindol (US)|101.3K
gokuparo|Gokujyou Parodius (ver JAD)|5.5M
goldbug|Gold Bug|22.9K
goldmedb|Gold Medalist (bootleg)|744.1K
goldmedl|Gold Medalist|737.6K
goldnabl|Golden Axe (bootleg)|1.2M
goldnaxa|Golden Axe (set 6, US) (8751 317-123A)|1.1M
goldnaxb|Golden Axe (Version 2 317-0110)|1.2M
goldnaxc|Golden Axe (Version 2 317-0122)|1.2M
goldnaxe|Golden Axe (Version 1)|1.1M
goldnaxj|Golden Axe (Version 1, Japan)|1.2M
golgo13|Golgo 13 (GLG1-VER.A)|44.0M
gollygho|Golly! Ghost!|682.1K
gomoku|Gomoku Narabe Renju|17.3K
gondo|Gondomania (US)|398.1K
goonies|Vs. The Goonies|34.4K
gorf|Gorf|23.8K
gorfpgm1|Gorf (Program 1)|23.4K
gorkans|Gorkans|15.7K
gotcha|Got-cha|1.3M
gotya|Got-Ya (12-24-1981, prototype[Q])|25.6K
gowcaizr|Voltage Fighter - Gowcaizer / Choujin Gakuen Gowcaizer|12.6M
gpilots|Ghost Pilots|4.1M
gradius|Gradius|116.6K
gradius2|Gradius II - GOFER no Yabou (Japan New Ver.)|916.9K
gradius3|Gradius III (Japan)|1.5M
gratia|Gratia - Second Earth (92047-01 version)|9.4M
gratiaa|Gratia - Second Earth (91022-10 version)|8.7M
gravitar|Gravitar (version 3)|25.2K
gravitr2|Gravitar (version 2)|25.2K
gravp|Gravitar (prototype)|25.2K
grchamp|Grand Champion|40.7K
grdforce|Guardian Force|11.6M
grdians|Guardians - Denjin Makai II|13.5M
grdius2a|Gradius II - GOFER no Yabou (Japan Old Ver.)|916.9K
grdius2b|Gradius II - GOFER no Yabou (Japan Older Ver.)|916.9K
grdius3a|Gradius III (Asia)|1.5M
grdius3e|Gradius III (World [Q])|1.5M
grdnstrm|Sen Jin - Guardian Storm (Korea)|2.0M
greatgun|Great Guns|84.0K
greenber|Green Beret (Irem)|7.5K
grescue|Galaxy Rescue|9.6K
gridiron|Gridiron Fight|84.1K
gridlee|Gridlee|24.9K
grindsta|Grind Stormer (older set)|1.1M
grindstm|Grind Stormer|1.1M
grndtour|Grand Tour|347.3K
grobda|Grobda (New Ver.)|27.3K
grobda2|Grobda (Old Ver. set 1)|27.2K
grobda3|Grobda (Old Ver. set 2)|27.2K
groovef|Power Instinct 3 - Groove On Fight|14.7M
groundfx|Ground Effects - Super Ground Effects (Japan)|8.0M
growl|Growl (World)|2.5M
growlu|Growl (US)|2.5M
grtwall|The Great Wall|1.6M
grudge|Grudge Match (prototype)|54.5K
gryzor|Gryzor|379.3K
gseeker|Grid Seeker - Project Stormhammer (World)|5.0M
gseekerj|Grid Seeker - Project Stormhammer (Japan)|5.0M
gseekeru|Grid Seeker - Project Stormhammer (US)|5.0M
gslgr94u|Great Sluggers '94|4.1M
gstrik2|Grand Striker 2 (Japan)|9.5M
gstriker|Grand Striker|5.7M
gsword|Great Swordsman|65.4K
gteikob2|Gingateikoku No Gyakushu (bootleg set 2)|18.0K
gteikokb|Gingateikoku No Gyakushu (bootleg set 1)|17.9K
gteikoku|Gingateikoku No Gyakushu|18.0K
gtg|Golden Tee Golf (Joystick, v3.1)|490.1K
gtg2|Golden Tee Golf II (Trackball, V2.2)|510.3K
gtg2j|Golden Tee Golf II (Joystick, V1.0)|510.7K
gtg2t|Golden Tee Golf II (Trackball, V1.1)|509.6K
gtmr|Great 1000 Miles Rally|4.0M
gtmr2|Mille Miglia 2 - Great 1000 Miles Rally|5.5M
gtmre|Great 1000 Miles Rally (Evolution Model)|5.3M
gtmrusa|Great 1000 Miles Rally (USA)|5.4M
guardian|Guardians of the Hood|5.3M
guiness|The Guiness (Japan)|46.2K
gulfstr2|Gulf Storm (Media Shoji)|456.1K
gulfstrm|Gulf Storm|471.6K
gulfwar2|Gulf War II|373.7K
gumbo|Gumbo|882.8K
gunbird|Gunbird (World)|4.3M
gunbird2|Gunbird 2|21.9M
gunbirdj|Gunbird (Japan)|4.3M
gunbirdk|Gunbird (Korea)|4.3M
gunbulet|Gun Bullet (Japan)|4.8M
gunbustr|Gunbuster (Japan)|4.6M
gundamex|Mobile Suit Gundam EX Revue|7.3M
gundeala|Gun Dealer (set 2)|82.4K
gundealr|Gun Dealer (set 1)|71.1K
gundealt|Gun Dealer (Tecmo)|69.4K
gundhara|Gundhara|5.5M
gundl94|Gun Dealer '94|512.3K
gunfight|Gun Fight|3.3K
gunforc2|Gunforce 2 (US)|3.9M
gunforce|Gunforce - Battle Fire Engulfed Terror Island (World)|917.9K
gunforcj|Gunforce - Battle Fire Engulfed Terror Island (Japan)|917.7K
gunforcu|Gunforce - Battle Fire Engulfed Terror Island (US)|918.0K
gunfronj|Gun Frontier (Japan)|2.2M
gunfront|Gun and Frontier (World)|2.2M
gunhohki|Gun Hohki (Japan)|1.4M
gunlock|Gunlock (World)|5.1M
gunmast|Gun Master|1.4M
gunnail|GunNail|1.8M
gunsmoka|Gun.Smoke (US set 2)|236.5K
gunsmoke|Gun.Smoke (World)|236.5K
gunsmokj|Gun.Smoke (Japan)|236.5K
gunsmoku|Gun.Smoke (US set 1)|236.5K
gururin|Gururin|1.4M
gussun|Gussun Oyoyo (Japan)|1.3M
gutangtn|Guttang Gottong|20.4K
gutsn|Guts'n (Japan)|7.1M
guwange|Guwange (Japan)|17.9M
guzzler|Guzzler|39.4K
gwar|Guerrilla War (US)|478.6K
gwara|Guerrilla War (Version 1)|478.6K
gwarb|Guerrilla War (joystick hack bootleg)|478.7K
gwarj|Guevara (Japan)|481.0K
gwarrior|Galactic Warriors|123.8K
gwingj|Giga Wing (Japan 990223)|12.6M
gypsyjug|Gypsy Juggler|6.2K
gyrodine|Gyrodine|64.1K
gyruss|Gyruss (Konami)|42.1K
gyrussce|Gyruss (Centuri)|42.1K
hachamf|Hacha Mecha Fighter|1.1M
hachamfb|Hacha Mecha Fighter (unprotected)|1.1M
hachoo|Hachoo!|1.2M
hal21|HAL21|77.2K
hal21j|HAL21 (Japan)|77.2K
halleycj|Halley's Comet (Japan set 2)|110.3K
halleys|Halley's Comet (US)|110.3K
halleysc|Halley's Comet (Japan set 1)|110.3K
hanaawas|Hana Awase (Flower Matching)|21.1K
hanagumi|Hanagumi Taisen Columns - Sakura Wars|34.1M
hanakanz|Hanakanzashi (Japan)|3.1M
hanamai|Hana no Mai (Japan)|567.3K
hanamomo|Mahjong Hana no Momoko gumi (Japan 881201)|491.4K
hanaoji|Hana to Ojisan [BET] (Japan 911209)|330.4K
hanaroku|Hanaroku|71.7K
hangly|Hangly-Man (set 1)|14.2K
hangly2|Hangly-Man (set 2)|14.5K
hangly3|Hangly-Man (set 3)|15.1K
hangon|Hang-On|377.6K
hangonjr|Hang-On Jr.|76.3K
hangzo|Hangzo (Japan, Prototype)|1.7M
harddrb5|Hard Drivin' (cockpit, British, rev 5)|521.8K
harddrb6|Hard Drivin' (cockpit, British, rev 6)|522.0K
harddrc1|Hard Drivin' (compact, rev 1)|518.0K
harddrcb|Hard Drivin' (compact, British, rev 2)|519.1K
harddrcg|Hard Drivin' (compact, German, rev 2)|518.4K
harddrg4|Hard Drivin' (cockpit, German, rev 4)|522.2K
harddriv|Hard Drivin' (cockpit, rev 7)|521.0K
harddrj6|Hard Drivin' (cockpit, Japan, rev 6)|573.0K
harddrv1|Hard Drivin' (cockpit, rev 1)|520.5K
harddrv2|Hard Drivin' (cockpit, rev 2)|520.6K
harddrv3|Hard Drivin' (cockpit, rev 3)|521.5K
harddrvb|Hard Drivin' (cockpit, British, rev 7)|521.9K
harddrvc|Hard Drivin' (compact, rev 2)|518.1K
harddrvg|Hard Drivin' (cockpit, German, rev 7)|522.2K
harddrvj|Hard Drivin' (cockpit, Japan, rev 7)|572.9K
harddunj|Hard Dunk (Japan)|6.1M
harddunk|Hard Dunk (World)|6.1M
hardhat|Hard Hat|19.5K
hardhea2|Hard Head 2 (v2.0)|348.7K
hardhead|Hard Head|132.1K
hardhedb|Hard Head (bootleg)|130.0K
hardyard|Hard Yardage (v1.20)|9.2M
hardyd10|Hard Yardage (v1.00)|9.2M
hasamu|Hasamu (Japan)|203.5K
hatena|Adventure Quiz 2 Hatena Hatena no Dai-Bouken (Japan)|777.0K
hatris|Hatris (Japan)|185.0K
hattrick|Hat Trick|20.5K
hayaosi1|Hayaoshi Quiz Ouza Ketteisen|6.2M
hbarrel|Heavy Barrel (US)|518.1K
hbarrelw|Heavy Barrel (World)|515.7K
hcastle|Haunted Castle (version M)|922.8K
hcastlej|Akuma-Jou Dracula (Japan version P)|922.9K
hcastleo|Haunted Castle (version K)|922.8K
hcastljo|Akuma-Jou Dracula (Japan version N)|922.9K
hcrash|Hyper Crash (version D)|159.9K
hcrashc|Hyper Crash (version C)|159.9K
hdrivaip|Hard Drivin's Airborne (prototype, early rev)|4.8M
hdrivair|Hard Drivin's Airborne (prototype)|4.3M
headon|Head On (2 players)|6.2K
headon2|Head On 2|7.6K
headonb|Head On (1 player)|6.2K
heartatk|Heart Attack|20.5K
heatbrl|Heated Barrel (World)|1.5M
heatbrlo|Heated Barrel (World old version)|1.5M
heatbrlu|Heated Barrel (US)|1.5M
heberpop|Hebereke no Popoon (Japan)|1.4M
hedpanic|Head Panic (ver. 0117, 17-01-2000)|4.5M
hedpanicf|Head Panic (ver. 0315, 15-03-2000)|4.5M
hedpanico|Head Panic (ver. 0615, 15-06-1999)|4.6M
heiankyo|Heiankyo Alien|11.8K
helifira|HeliFire (revision A)|10.0K
helifire|HeliFire (revision B)|10.0K
hellfir1|Hellfire (1P Ver.)|367.2K
hellfire|Hellfire|368.6K
herbiedk|Herbie at the Olympics (DK conversion)|18.6K
hero|Hero|21.6K
herodk|Hero in the Castle of Doom (DK conversion)|17.1K
herodku|Hero in the Castle of Doom (DK conversion not encrypted)|17.0K
hexa|Hexa|63.5K
hexion|Hexion (Japan)|402.1K
hgkairak|Taisen Hot Gimmick Kairakuten (Japan)|24.8M
hharry|Hammerin' Harry (World)|722.4K
hharryu|Hammerin' Harry (US)|704.4K
hidnctch|Hidden Catch|14.3M
higemaru|Pirate Ship Higemaru|31.0K
hiimpact|High Impact Football (rev LA3 12-27-90)|1.2M
hippodrm|Hippodrome (US)|497.6K
hiryuken|Hokuha Syourin Hiryu no Ken|124.1K
hishouza|Hishou Zame (Japan)|279.4K
histryma|The History of Martial Arts|3.3M
hitice|Hit the Ice (US)|578.9K
hitme|Hit Me|2.5K
hitnmis2|Hit 'n Miss (version 2.0)|222.3K
hitnmiss|Hit 'n Miss (version 3.0)|221.6K
hmcompm2|hiphopmania complete MIX 2 (ver UA-A)|1.7M
hmcompmx|hiphopmania complete MIX (ver UA-B)|1.5M
hnayayoi|Hana Yayoi (Japan)|151.8K
hnfubuki|Hana Fubuki [BET] (Japan)|161.6K
hnkochou|Hana Kochou [BET] (Japan)|464.6K
