mmonkey|Minky Monkey|20.2K
mmpanic|Monkey Mole Panic (USA)|1.8M
mnchmobl|Munch Mobile (US)|28.9K
mnight|Mutant Night|160.5K
moegonta|Moeyo Gonta!! (Japan)|1.4M
mofflott|Maze of Flott (Japan)|669.8K
moguchan|Moguchan|17.3K
mogura|Mogura Desse|7.3K
mole|Mole Attack|14.4K
momoko|Momoko 120%|119.0K
monkeyd|Monkey Donkey|29.9K
monsterb|Monster Bash|48.5K
montecar|Monte Carlo|9.4K
monymony|Money Money|57.3K
moo|Wild West C.O.W.-Boys of Moo Mesa (World version EA)|4.4M
moobl|Wild West C.O.W.-Boys of Moo Mesa (bootleg version AA)|3.4M
moonal2|Moon Alien Part 2|11.8K
moonal2b|Moon Alien Part 2 (older version)|11.6K
moonaln|Moon Alien|10.6K
moonbase|Moon Base|8.8K
mooncrgx|Moon Cresta (Galaxian hardware)|15.3K
mooncrs2|Moon Cresta (bootleg set 2)|15.3K
mooncrsa|Moon Cresta (Nichibutsu, old rev)|16.3K
mooncrsb|Moon Cresta (bootleg set 1)|15.2K
mooncrsg|Moon Cresta (Gremlin)|15.4K
mooncrst|Moon Cresta (Nichibutsu)|16.3K
mooncrsu|Moon Cresta (Nichibutsu, unencrypted)|15.5K
moonqsr|Moon Quasar|16.6K
moonwalk|Michael Jackson's Moonwalker (Set 1)|1.8M
moonwar|Moonwar|15.9K
moonwara|Moonwar (older)|15.8K
moonwlka|Michael Jackson's Moonwalker (Set 2)|1.8M
moonwlkb|Michael Jackson's Moonwalker (bootleg)|1.8M
mooua|Wild West C.O.W.-Boys of Moo Mesa (US version UA)|4.4M
moremorp|More More +|888.5K
mosaic|Mosaic|192.4K
mosaica|Mosaic (Fuuki)|192.3K
mosyougi|Syougi No Tatsujin - Master of Syougi|4.1M
motofren|Moto Frenzy|5.4M
motorace|MotoRace USA|44.4K
motos|Motos|38.1K
mouja|Mouja (Japan)|1.2M
mouser|Mouser|26.4K
mouserc|Mouser (Cosmos)|26.4K
mp_gaxe2|MegaPlay - Golden Axe 2|393.7K
mp_sonic|MegaPlay - Sonic The Hedgehog|448.5K
mpangj|Mighty! Pang (Japan 001011)|5.5M
mpatrol|Moon Patrol|23.5K
mpatrolw|Moon Patrol (Williams)|24.0K
mplanets|Mad Planets|42.6K
mplanuk|Mad Planets (UK)|43.0K
mrdo|Mr. Do!|31.8K
mrdofix|Mr. Do! (bugfixed)|31.6K
mrdot|Mr. Do! (Taito)|31.5K
mrdoy|Mr. Do! (prototype)|30.5K
mrdrillr|Mr Driller (DRI1-VER.A)|11.1M
mrdrilr2|Mr Driller 2|6.3M
mrdu|Mr. Du!|31.2K
mrflea|The Amazing Adventures of Mr. F. Lea|57.9K
mrgoemon|Mr. Goemon (Japan)|79.2K
mrheli|Mr. HELI no Dai-Bouken|610.9K
mrjong|Mr. Jong (Japan)|24.1K
mrkougar|Mr. Kougar|18.1K
mrkougb|Mr. Kougar (bootleg)|17.5K
mrkougr2|Mr. Kougar (earlier)|18.4K
mrlo|Mr. Lo!|31.2K
mrokumei|Mahjong Rokumeikan (Japan)|375.9K
mrtnt|Mr. TNT|15.9K
mrviking|Mister Viking|85.2K
mrvikngj|Mister Viking (Japan)|85.1K
mschamp|Ms. Pacman Champion Edition - Super Zola Pac Gal|33.5K
mscoutm|Mahjong Scout Man (Japan)|2.2M
msgogo|Mouse Shooter GoGo|3.0M
msgunda1|Mobile Suit Gundam (Japan)|2.5M
msgundam|Mobile Suit Gundam|2.5M
msh|Marvel Super Heroes (Euro 951024)|19.2M
msha|Marvel Super Heroes (Asia 951024)|19.8M
mshb|Marvel Super Heroes (Brazil 951117)|19.2M
mshh|Marvel Super Heroes (Hispanic 951117)|19.8M
mshj|Marvel Super Heroes (Japan 951024)|19.8M
mshu|Marvel Super Heroes (USA 951024)|19.8M
mshuttle|Moon Shuttle (US[Q])|25.7K
mshuttlj|Moon Shuttle (Japan)|25.7K
mshvsf|Marvel Super Heroes Vs. Street Fighter (USA 970827)|22.8M
mshvsfa|Marvel Super Heroes Vs. Street Fighter (Asia 970625)|22.1M
mshvsfa1|Marvel Super Heroes Vs. Street Fighter (Asia 970620)|22.1M
mshvsfb|Marvel Super Heroes Vs. Street Fighter (Brazil 970827)|22.1M
mshvsfb1|Marvel Super Heroes Vs. Street Fighter (Brazil 970625)|22.1M
mshvsfh|Marvel Super Heroes Vs. Street Fighter (Hispanic 970625)|22.1M
mshvsfj|Marvel Super Heroes Vs. Street Fighter (Japan 970707)|22.8M
mshvsfj1|Marvel Super Heroes Vs. Street Fighter (Japan 970702)|22.8M
mshvsfj2|Marvel Super Heroes Vs. Street Fighter (Japan 970625)|22.1M
mshvsfu1|Marvel Super Heroes Vs. Street Fighter (USA 970625)|22.8M
msisaac|Metal Soldier Isaac II|70.9K
msjiken|Mahjong Satsujin Jiken (Japan 881017)|293.7K
mslider|Monster Slider (Japan)|7.1M
mslug|Metal Slug - Super Vehicle-001|13.1M
mslug2|Metal Slug 2 - Super Vehicle-001-II|17.2M
mslug3|Metal Slug 3|77.3M
mslug3n|Metal Slug 3 (not encrypted)|76.3M
mslug4|Metal Slug 4|61.0M
mslug5|Metal Slug 5|77.9M
mslugx|Metal Slug X - Super Vehicle-001|27.7M
mspacmab|Ms. Pac-Man (bootleg)|19.1K
mspacman|Ms. Pac-Man|21.3K
mspacmat|Ms. Pac Attack|21.3K
mspacpls|Ms. Pac-Man Plus|18.4K
mstadium|Main Stadium (Japan)|971.2K
msword|Magic Sword - Heroic Fantasy (World 900725)|1.4M
mswordj|Magic Sword (Japan 900623)|1.4M
mswordr1|Magic Sword - Heroic Fantasy (World 900623)|1.4M
mswordu|Magic Sword - Heroic Fantasy (US 900725)|1.4M
mt_aftrb|MegaTech - Afterburner|210.9K
mt_astro|MegaTech - Astro Warrior|51.5K
mt_bbros|MegaTech - Bonanza Bros.|414.2K
mt_beast|MegaTech - Altered Beast|337.5K
mt_eswat|MegaTech - E-Swat|385.0K
mt_fshrk|MegaTech - Fire Shark|208.6K
mt_gaxe|MegaTech - Golden Axe|353.1K
mt_gaxe2|MegaTech - Golden Axe 2|343.2K
mt_ggolf|MegaTech - Great Golf|95.3K
mt_gng|MegaTech - Ghouls and Ghosts|332.3K
mt_gsocr|MegaTech - Great Soccer|84.6K
mt_kcham|MegaTech - Kid Chameleon|749.1K
mt_lastb|MegaTech - Last Battle.|322.6K
mt_mwalk|MegaTech - Moonwalker|346.6K
mt_mystd|MegaTech - Mystic Defender|290.6K
mt_parlg|MegaTech - Parlour Games|87.6K
mt_revsh|MegaTech - The Revenge Of Shinobi|381.0K
mt_shar2|MegaTech - Space Harrier 2.|318.9K
mt_shnbi|MegaTech - Shinobi|139.7K
mt_smgp|MegaTech - Super Monaco Grand Prix|404.0K
mt_sonic|MegaTech - Sonic the Hedgehog|396.9K
mt_stbld|MegaTech - Super Thunder Blade|280.1K
mt_tetri|MegaTech - Tetris|133.4K
mt_tfor2|MegaTech - Thunder Force 2|388.3K
mt_tgolf|MegaTech - Arnold Palmer Tournament Golf|306.6K
mt_tlbba|MegaTech - Tommy Lasorda Baseball|300.6K
mt_wcsoc|MegaTech - World Cup Soccer|336.0K
mtlchamp|Martial Champion (Europe ver EAA)|7.1M
mtlchmpj|Martial Champion (Japan ver JAA)|7.1M
mtrap|Mouse Trap (version 5)|32.5K
mtrap3|Mouse Trap (version 3)|32.4K
mtrap4|Mouse Trap (version 4)|32.5K
mtwins|Mega Twins (World 900619)|1.4M
mugsmash|Mug Smashers|1.6M
multchmp|Multi Champ (World, ver. 2.5)|3.1M
multchmpk|Multi Champ (Korea)|3.2M
mustache|Mustache Boy|120.4K
mustang|US AAF Mustang (Japan)|1.2M
mustangb|US AAF Mustang (Bootleg)|564.9K
mustangs|US AAF Mustang (Seoul Trading)|1.2M
mutantf|Mutant Fighter (World Rev 4, EM-5)|4.2M
mutantfa|Mutant Fighter (World Rev 3, EM-4)|4.2M
mutnat|Mutation Nation|4.2M
mvp|MVP|1.3M
mvsc|Marvel Vs. Capcom: Clash of Super Heroes (USA 980123)|22.5M
mvsca|Marvel Vs. Capcom: Clash of Super Heroes (Asia 980112)|22.5M
mvsch|Marvel Vs. Capcom: Clash of Super Heroes (Hispanic 980123)|21.6M
mvscj|Marvel Vs. Capcom: Clash of Super Heroes (Japan 980123)|22.5M
mvscjr1|Marvel Vs. Capcom: Clash of Super Heroes (Japan 980112)|22.5M
mwarr|Mighty Warriors|4.0M
mx5000|MX5000|402.0K
myangel|Kosodate Quiz My Angel (Japan)|7.4M
myangel2|Kosodate Quiz My Angel 2 (Japan)|13.3M
myangel3|Kosodate Quiz My Angel 3 (KQT1-VER.A)|21.4M
myfairld|Virtual Mahjong 2 - My Fair Lady|17.3M
myhero|My Hero (US)|75.7K
myherok|My Hero (Korea)|80.9K
myqbert|Mello Yello Q*bert|28.9K
mysticm|Mystic Marathon|78.5K
mysticri|Mystic Riders (World)|1.4M
myststno|Mysterious Stones - Dr. Kick in Adventure|84.4K
mystston|Mysterious Stones - Dr. John's Adventure|84.6K
mystwarr|Mystic Warriors (Europe ver EAA)|6.1M
mystwaru|Mystic Warriors (US ver UAA)|6.1M
nam1975|NAM-1975|3.5M
nametune|Name That Tune|148.9K
naname|Naname de Magic! (Japan)|2.2M
narc|Narc (rev 7.00)|2.6M
narc3|Narc (rev 3.20)|2.6M
nastar|Nastar (World)|1.3M
nastarw|Nastar Warrior (US)|1.3M
natodef|NATO Defense|26.4K
natodefa|NATO Defense (alternate mazes)|26.4K
natsuiro|Natsuiro Mahjong (Japan)|1.3M
naughtya|Naughty Boy (bootleg)|20.7K
naughtyb|Naughty Boy|20.7K
naughtyc|Naughty Boy (Cinematronics)|21.0K
navalone|Navarone|4.8K
nbahangt|NBA Hangtime (rev L1.1 04-16-96)|16.1M
nbajam|NBA Jam (rev 3.01 04-07-93)|6.1M
nbajamex|NBA Jam Extreme|25.3M
nbajamr2|NBA Jam (rev 2.00 02-10-93)|6.1M
nbajamt1|NBA Jam TE (rev 1.0 01-17-94)|5.2M
nbajamt2|NBA Jam TE (rev 2.0 01-28-94)|5.2M
nbajamt3|NBA Jam TE (rev 3.0 03-04-94)|5.2M
nbajamte|NBA Jam TE (rev 4.0 03-23-94)|5.2M
nbamaxht|NBA Maximum Hangtime (rev 1.0 11-8-96)|16.1M
nbbatman|Ninja Baseball Batman (US)|3.4M
ncombat|Ninja Combat|3.5M
ncommand|Ninja Commando|3.8M
ncv1|Namco Classics Collection Vol.1|2.0M
ncv1j|Namco Classics Collection Vol.1 (Japan set 1)|2.0M
ncv1j2|Namco Classics Collection Vol.1 (Japan set 2)|2.0M
ncv2|Namco Classics Collection Vol.2|2.8M
ncv2j|Namco Classics Collection Vol.2 (Japan)|2.8M
nebulbee|Nebulous Bee|22.6K
nebulray|Nebulas Ray (World)|9.5M
nebulryj|Nebulas Ray (Japan)|9.5M
neckneck|Neck-n-Neck (v1.2)|478.4K
nekkyoku|Rettou Juudan Nekkyoku Janshi - Higashi Nippon Hen (Japan)|1.5M
nemesis|Nemesis|119.7K
nemesuk|Nemesis (World[Q])|118.9K
nemo|Nemo (World 901130)|1.3M
nemoj|Nemo (Japan 901120)|1.3M
neobattl|SD Gundam Neo Battling (Japan)|1.2M
neobombe|Neo Bomberman|6.5M
neocup98|Neo-Geo Cup '98 - The Road to the Victory|10.1M
neodrift|Neo Drift Out - New Technology|8.8M
neomrdo|Neo Mr. Do!|2.1M
nettoqc|Nettoh Quiz Champion (Japan)|4.3M
netwars|Net Wars|28.9K
newfant|New Fantasia|3.1M
newpuc2|Newpuc2|14.9K
newpuc2b|Newpuc2 (set 2)|15.0K
newpuckx|New Puck-X|13.7K
news|News|419.0K
newsin7|New Sinbad 7|21.9K
ngpgal|Nekketsu Grand-Prix Gal (Japan)|529.7K
nibbler|Nibbler (set 1)|17.5K
nibblera|Nibbler (set 2)|17.9K
nightstr|Night Striker (US)|3.2M
ninclown|Ninja Clowns (08-27-91)|1.2M
ninjak|The Ninja Kids (World)|1.9M
ninjak2a|Ninja-Kid II (set 2)|216.3K
ninjak2b|Ninja-Kid II (set 3)|216.1K
ninjakd2|Ninja-Kid II (set 1)|204.0K
ninjakj|The Ninja Kids (Japan)|1.9M
ninjakun|Ninjakun Majou no Bouken|46.0K
ninjamas|Ninja Master's - Haoh-ninpo-cho|17.7M
ninjaw|The Ninja Warriors (World)|2.7M
ninjawj|The Ninja Warriors (Japan)|2.7M
ninjemak|Ninja Emaki (US)|214.6K
nitd|Nightmare in the Dark|17.6M
nitedrvr|Night Driver|3.5K
nitrobal|Nitro Ball (US)|4.2M
niyanpai|Niyanpai (Japan)|974.4K
nkdodgeb|Nekketsu Koukou Dodgeball Bu (Japan bootleg)|313.0K
nmaster|Oni - The Ninja Master (Japan)|7.6M
nmouse|Naughty Mouse (set 1)|13.9K
nmouseb|Naughty Mouse (set 2)|13.9K
nmsengen|Nekketsu Mahjong Sengen! AFTER 5 (Japan)|1.3M
noboranb|Noboranka (Japan)|142.4K
nomnlnd|No Man's Land|12.2K
nomnlndg|No Man's Land (Gottlieb)|12.1K
nost|Nostradamus|2.7M
nostj|Nostradamus (Japan)|2.7M
nostk|Nostradamus (Korea)|2.7M
nouryoku|Nouryoku Koujou Iinkai|2.7M
nov2001u|Nova 2001 (US)|30.0K
nova2001|Nova 2001 (Japan)|29.8K
nprinces|Ninja Princess (64k Ver. bootleg[Q])|93.2K
nprincsb|Ninja Princess (128k Ver. bootleg[Q])|93.3K
nprincso|Ninja Princess (128k Ver.)|92.7K
nprincsu|Ninja Princess (64k Ver. not encrypted)|87.7K
nrallyx|New Rally X|13.9K
nslasher|Night Slashers (Korea Rev 1.3)|8.1M
nslasherj|Night Slashers (Japan Rev 1.2)|8.1M
nslashers|Night Slashers (Over Sea Rev 1.2)|8.1M
nspirit|Ninja Spirit|571.3K
nspiritj|Saigo no Nindou (Japan)|570.6K
nss_actr|Nintendo Super System - Act Raiser|565.2K
nss_adam|Nintendo Super System - The Addams Family|780.1K
nss_aten|Nintendo Super System - David Crane's Amazing Tennis|541.1K
nss_con3|Nintendo Super System - Contra 3 - The Alien Wars|769.6K
nss_fzer|Nintendo Super System - F-Zero|175.1K
nss_lwep|Nintendo Super System - Lethal Weapon|701.2K
nss_ncaa|Nintendo Super System - NCAA Basketball|597.1K
nss_rob3|Nintendo Super System - Robocop 3|488.7K
nss_skin|Nintendo Super System - Skins Game|505.9K
nss_smw|Nintendo Super System - Super Mario World|173.2K
nss_ssoc|Nintendo Super System - Super Soccer|289.3K
nss_sten|Nintendo Super System - Super Tennis|169.7K
nstocker|Night Stocker|68.3K
ntopstar|Mahjong Nerae! Top Star (Japan)|458.8K
numanath|Numan Athletics (World)|4.0M
numanatj|Numan Athletics (Japan)|4.0M
nunchaku|Nunchackun|67.9K
nwarr|Night Warriors: Darkstalkers' Revenge (USA 950406)|19.9M
nwarrb|Night Warriors: Darkstalkers' Revenge (Brazil 950403)|19.2M
nwarrh|Night Warriors: Darkstalkers' Revenge (Hispanic 950403)|19.2M
nyanpani|Nyan Nyan Panic (Japan)|465.9K
nycaptor|N.Y. Captor|122.0K
nyny|New York New York|18.2K
nynyg|New York New York (Gottlieb)|17.3K
offroad|Ironman Stewart's Super Off-Road|468.5K
offroadc|Off Road Challenge|14.9M
offroadt|Ironman Stewart's Super Off-Road Track Pack|505.7K
offtwalc|Off the Wall (2-player cocktail)|425.5K
offtwall|Off the Wall (2-3-player upright)|427.6K
ogonsiro|Ohgon no Siro (Japan)|261.4K
ohmygod|Oh My God! (Japan)|2.0M
oigas|Oigas (bootleg)|66.4K
oisipuzl|Oishii Puzzle Ha Irimasenka|2.0M
ojanko2|Ojanko Yakata 2bankan (Japan)|413.9K
ojankoc|Ojanko Club (Japan)|167.6K
ojankohs|Ojanko High School (Japan)|519.3K
ojankoy|Ojanko Yakata (Japan)|435.4K
ojousan|Ojousan (Japan 871204)|317.9K
olds|Oriental Legend Special - Xi You Shi E Zhuan Super (ver. 101, Korean Board)|22.0M
olds103t|Oriental Legend Special - Xi You Shi E Zhuan Super (ver. 103, China, Tencent) (unprotected)|22.0M
olibochu|Oli-Boo-Chu|34.6K
olysoc92|Olympic Soccer '92|1.4M
omega|Omega|11.6K
omegaf|Omega Fighter|486.9K
omegafs|Omega Fighter Special|487.2K
omegrace|Omega Race|14.9K
oneshot|One Shot One Kill|2.2M
onna34ra|Onna Sansirou - Typhoon Gal (set 2)|121.3K
onna34ro|Onna Sansirou - Typhoon Gal (set 1)|121.4K
opaopa|Opa Opa|156.6K
opengolf|Konami's Open Golf Championship (ver EAD)|11.7M
openice|2 On 2 Open Ice Challenge (rev 1.21)|13.9M
opwolf|Operation Wolf (US)|866.0K
opwolf3|Operation Wolf 3 (World)|7.3M
opwolf3u|Operation Wolf 3 (US)|7.3M
opwolfb|Operation Bear|902.6K
orangec|Orange Club - Maruhi Kagai Jugyou (Japan 880213)|577.9K
orbit|Orbit|8.6K
orbitron|Orbitron|10.5K
ordyne|Ordyne (Japan)|1.2M
orlegend|Oriental Legend - Xi Yo Gi Shi Re Zuang (ver. 126)|18.4M
orlegndc|Oriental Legend - Xi Yo Gi Shi Re Zuang (ver. 112, Chinese Board)|18.4M
orlegnde|Oriental Legend - Xi Yo Gi Shi Re Zuang (ver. 112)|18.4M
orunners|Outrunners (US)|11.6M
oscar|Psycho-Nics Oscar (US)|264.8K
oscarj|Psycho-Nics Oscar (Japan revision 2)|264.6K
oscarj0|Psycho-Nics Oscar (Japan revision 0)|264.6K
oscarj1|Psycho-Nics Oscar (Japan revision 1)|264.6K
osman|Osman (World)|6.3M
otatidai|Disco Mahjong Otachidai no Okite (Japan)|751.9K
othellos|Othello Shiyouyo|11.6M
othldrby|Othello Derby (Japan)|1.3M
othunder|Operation Thunderbolt (World)|1.7M
othundu|Operation Thunderbolt (US)|1.7M
otonano|Otona no Mahjong (Japan 880628)|417.9K
otwalls|Off the Wall (Sente)|30.5K
outfxesj|Outfoxies (Japan)|8.0M
outfxies|Outfoxies|8.0M
outline|Outline|21.4K
outrun|Out Run (set 1)|852.6K
outruna|Out Run (set 2)|852.7K
outrunb|Out Run (set 3)|853.5K
outzone|Out Zone (set 1)|925.2K
outzonea|Out Zone (set 2)|929.8K
overdriv|Over Drive|3.0M
overtop|Over Top|12.3M
ozmawar2|Ozma Wars (set 2)|8.9K
ozmawars|Ozma Wars (set 1)|8.5K
ozon1|Ozon I|8.7K
p47|P-47 - The Phantom Fighter (World)|699.3K
p47aces|P-47 Aces|8.3M
p47j|P-47 - The Freedom Fighter (Japan)|686.7K
pacapp|Paca Paca Passion (PPP1-VERA)|12.8M
pacgal|Pac-Gal|19.3K
pacheart|Pac-Man (Hearts)|14.5K
pachiten|Medal Mahjong Pachi-Slot Tengoku [BET] (Japan)|827.4K
packbang|Pack'n Bang Bang (prototype)|1.5M
pacland|Pac-Land (set 1)|71.2K
pacland2|Pac-Land (set 2)|70.7K
pacland3|Pac-Land (set 3)|70.6K
paclandm|Pac-Land (Midway)|70.9K
pacman|Pac-Man (Midway)|13.8K
pacmanbl|Pac-Man (Galaxian hardware)|13.7K
pacmania|Pac-Mania|249.7K
pacmanij|Pac-Mania (Japan)|257.9K
pacmod|Pac-Man (Midway, harder)|13.8K
pacnchmp|Pac-Man &amp; Chomp Chomp|21.7K
pacnpal|Pac &amp; Pal|21.7K
pacnpal2|Pac &amp; Pal (older)|21.6K
pacplus|Pac-Man Plus|17.9K
paddle2|Paddle 2|65.1K
paddlema|Paddle Mania|280.5K
paintrlr|Paint Roller|15.7K
pairs|Pairs (V1.2, 09-30-94)|4.8M
pairsa|Pairs (09-07-94)|4.8M
pairsten|Pairs (System Ten) (Japan 890826)|441.5K
palamed|Palamedes (Japan)|134.7K
pandoras|Pandora's Palace|46.5K
pang|Pang (World)|407.7K
pang3|Pang! 3 (Euro 950511)|1.5M
pang3j|Pang! 3 (Japan 950511)|1.5M
pangb|Pang (bootleg)|479.5K
pangpomm|Pang Poms (Mitchell)|842.8K
pangpoms|Pang Poms|842.9K
panic|Space Panic (version E)|15.4K
panic2|Space Panic (set 2)|15.4K
panic3|Space Panic (set 3)|15.4K
panicbom|Panic Bomber|3.1M
panicger|Space Panic (German)|15.4K
panich|Space Panic (harder)|15.2K
panicstr|Panic Street (Japan)|8.3M
paperboy|Paperboy (rev 3)|272.4K
paperbr1|Paperboy (rev 1)|272.3K
paperbr2|Paperboy (rev 2)|272.4K
paradise|Paradise|1.1M
parodisj|Parodius DA! (Japan)|1.3M
parodius|Parodius DA! (World)|1.3M
pass|Pass|412.3K
passht4b|Passing Shot (4 Players) (bootleg)|346.9K
passsht|Passing Shot (2 Players)|412.3K
passshtb|Passing Shot (2 Players) (bootleg)|397.5K
pastelgl|Pastel Gal (Japan 851224)|118.3K
patimono|Mahjong Pachinko Monogatari (Japan)|856.5K
pbactio2|Pinball Action (set 2)|78.5K
pbaction|Pinball Action (set 1)|76.9K
pballoon|Pioneer Balloon|18.1K
pbancho|Gyakuten!! Puzzle Bancho (Japan)|2.2M
pbillian|Prebillian|62.2K
pbillrd|Perfect Billiard|58.0K
pbillrds|Perfect Billiard (Sega)|77.8K
pblbeach|Pebble Beach - The Great Shot|14.7M
pbobbl2j|Puzzle Bobble 2 (Japan)|4.9M
pbobbl2n|Puzzle Bobble 2 / Bust-A-Move Again (Neo-Geo)|8.7M
pbobbl2u|Bust-A-Move Again (US)|4.9M
pbobbl2x|Puzzle Bobble 2X (Japan)|4.9M
pbobbl3j|Puzzle Bobble 3 (Japan)|6.6M
pbobbl3u|Puzzle Bobble 3 (US)|6.6M
pbobbl4j|Puzzle Bobble 4 (Japan)|6.7M
pbobbl4u|Puzzle Bobble 4 (US)|6.7M
pbobble|Puzzle Bobble (Japan, B-System)|1,005.9K
pbobble2|Puzzle Bobble 2 (World)|4.9M
pbobble3|Puzzle Bobble 3 (World)|6.6M
pbobble4|Puzzle Bobble 4 (World)|6.7M
pbobblen|Puzzle Bobble / Bust-A-Move (Neo-Geo) (set 1)|1.9M
pbobblna|Puzzle Bobble / Bust-A-Move (Neo-Geo) (set 2)|1.9M
pc_1942|PlayChoice-10 - 1942|45.2K
pc_bball|PlayChoice-10 - Baseball|34.2K
pc_bfght|PlayChoice-10 - Balloon Fight|33.2K
pc_bstar|PlayChoice-10 - Baseball Stars|144.0K
pc_cntra|PlayChoice-10 - Contra|105.7K
pc_cshwk|PlayChoice-10 - Captain Sky Hawk|97.5K
pc_cvnia|PlayChoice-10 - Castlevania|82.6K
pc_dbldr|PlayChoice-10 - Double Dribble|103.6K
pc_ddrgn|PlayChoice-10 - Double Dragon|154.9K
pc_drmro|PlayChoice-10 - Dr. Mario|49.2K
pc_duckh|PlayChoice-10 - Duck Hunt|33.3K
pc_ebike|PlayChoice-10 - Excite Bike|34.9K
pc_ftqst|PlayChoice-10 - Uncle Fester's Quest - The Addams Family|121.0K
pc_gntlt|PlayChoice-10 - Gauntlet|101.7K
pc_golf|PlayChoice-10 - Golf|33.7K
pc_goons|PlayChoice-10 - The Goonies|50.9K
pc_grdue|PlayChoice-10 - Gradius (older)|55.0K
pc_grdus|PlayChoice-10 - Gradius|54.9K
pc_hgaly|PlayChoice-10 - Hogan's Alley|32.7K
pc_kngfu|PlayChoice-10 - Kung Fu|46.3K
pc_mario|PlayChoice-10 - Mario Bros.|33.9K
pc_miket|PlayChoice-10 - Mike Tyson's Punchout|149.9K
pc_mman3|PlayChoice-10 - Mega Man 3|237.5K
pc_moglf|PlayChoice-10 - Mario's Open Golf|200.9K
pc_mtoid|PlayChoice-10 - Metroid|83.1K
pc_ngai2|PlayChoice-10 - Ninja Gaiden 2|182.7K
pc_ngai3|PlayChoice-10 - Ninja Gaiden 3|183.3K
pc_ngaid|PlayChoice-10 - Ninja Gaiden|155.8K
pc_pinbt|PlayChoice-10 - PinBot|119.5K
pc_pwbld|PlayChoice-10 - Power Blade|143.3K
pc_pwrst|PlayChoice-10 - Pro Wrestling|69.7K
pc_radr2|PlayChoice-10 - Rad Racer II|70.8K
pc_radrc|PlayChoice-10 - Rad Racer|63.3K
pc_rcpam|PlayChoice-10 - RC Pro Am|54.2K
pc_rkats|PlayChoice-10 - Rockin' Kats|162.1K
pc_rnatk|PlayChoice-10 - Rush N' Attack|76.5K
pc_rrngr|PlayChoice-10 - Chip'n Dale - Rescue Rangers|161.0K
pc_rygar|PlayChoice-10 - Rygar|92.6K
pc_sjetm|PlayChoice-10 - Solar Jetman|181.0K
pc_smb|PlayChoice-10 - Super Mario Bros.|48.7K
pc_smb2|PlayChoice-10 - Super Mario Bros. 2|93.6K
pc_smb3|PlayChoice-10 - Super Mario Bros. 3|239.9K
pc_suprc|PlayChoice-10 - Super C|163.2K
pc_tbowl|PlayChoice-10 - Tecmo Bowl|115.9K
pc_tenis|PlayChoice-10 - Tennis|33.9K
pc_tkfld|PlayChoice-10 - Track and Field|50.1K
pc_tmnt|PlayChoice-10 - Teenage Mutant Ninja Turtles|159.7K
pc_tmnt2|PlayChoice-10 - Teenage Mutant Ninja Turtles II|272.3K
pc_trjan|PlayChoice-10 - Trojan|91.0K
pc_vball|PlayChoice-10 - Volley Ball|38.6K
pc_wcup|PlayChoice-10 - Nintendo World Cup|125.1K
pc_wgnmn|PlayChoice-10 - Wild Gunman|33.5K
pc_ynoid|PlayChoice-10 - Yo! Noid|146.6K
pcktgal|Pocket Gal (Japan)|104.6K
pcktgal2|Pocket Gal 2 (World[Q])|103.9K
pcktgalb|Pocket Gal (bootleg)|104.7K
pclubj|Print Club (Japan Vol.1)|508.9K
pclubjv2|Print Club (Japan Vol.2)|515.4K
pclubjv4|Print Club (Japan Vol.4)|461.0K
pclubjv5|Print Club (Japan Vol.5)|498.6K
peekaboo|Peek-a-Boo!|1.2M
peepshow|Nozokimeguri Mahjong Peep Show (Japan 890404)|373.3K
peggle|Peggle (Joystick, v1.0)|295.2K
pegglet|Peggle (Trackball, v1.0)|294.8K
penbros|Penguin Brothers (Japan)|7.1M
pengo|Pengo (set 1 rev c)|28.4K
pengo2|Pengo (set 2)|28.6K
pengo2u|Pengo (set 2 not encrypted)|23.6K
pengo3u|Pengo (set 3 not encrypted)|23.5K
pengob|Pengo (bootleg)|25.7K
penta|Penta|25.7K
pepper2|Pepper II|20.3K
percuss|The Percussor|21.6K
perestro|Perestroika Girls|163.8K
perfrman|Performan (Japan)|49.0K
perfrmau|Performan (US)|49.0K
pestplce|Pest Place|28.7K
peterpak|Peter Pack-Rat|222.0K
pettanp|Pettan Pyuu (Japan)|46.5K
pfghtj|Pocket Fighter (Japan 970904)|16.1M
pgear|Powered Gear: Strategic Variant Armor Equipment (Japan 941024)|15.7M
pgearr1|Powered Gear: Strategic Variant Armor Equipment (Japan 940916)|15.7M
pgoal|Pleasure Goal / Futsal - 5 on 5 Mini Soccer|7.5M
phantasm|Phantasm (Japan)|1.0M
phantom2|Phantom II|6.6K
phantoma|Phantomas|8.2K
phelios|Phelios (Japan)|1.4M
phoenix|Phoenix (Amstar)|15.9K
phoenix3|Phoenix (T.P.N.)|16.0K
phoenixa|Phoenix (Centuri)|16.0K
phoenixc|Phoenix (IRECSA, G.G.I Corp)|15.9K
phoenixt|Phoenix (Taito)|15.9K
photoy2k|Photo Y2K|16.8M
phozon|Phozon (Japan)|30.9K
pickin|Pickin'|16.0K
pignewt|Pig Newton (version C)|38.6K
pignewta|Pig Newton (version A)|25.1K
pigout|Pigout|527.9K
pigouta|Pigout (alternate)|527.8K
pigskin|Pigskin 621AD|471.5K
pinbo|Pinbo|45.2K
pinbos|Pinbo (Strike)|45.3K
pingpong|Ping Pong|21.9K
pipedrm|Pipe Dream (US)|1.0M
